Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI24,OUT017,697325.6541093864
FDB28,OUT018,721122.7059109325
FDV11,OUT017,699433.4963212344
FDP01,OUT046,674807.4438023015
FDD34,OUT027,679302.9912860276
FDJ50,OUT027,573373.8266982358
FDZ44,OUT013,638074.2801896876
DRO59,OUT035,600909.7462472529
DRB48,OUT045,564951.6661914166
FDR21,OUT018,697914.7924765842
NCE42,OUT010,752043.5548190335
FDO23,OUT046,616127.6446390211
NCE30,OUT018,733745.5840120076
FDQ22,OUT035,564025.9235999995
FDY01,OUT045,638660.3076361429
FDS08,OUT017,700365.0022288533
FDG28,OUT018,767004.2027274809
FDQ51,OUT018,575074.3035753001
FDB05,OUT017,769596.6757442787
FDO56,OUT049,639161.9147410659
FDE02,OUT018,617478.836354644
FDN45,OUT017,744073.2955313318
FDS09,OUT013,570841.2742522655
NCA54,OUT018,703823.6901652836
FDP09,OUT010,730805.3435633755
FDC53,OUT045,622869.7851221025
NCM55,OUT017,708726.544600396
FDL09,OUT018,691883.0887514527
FDA11,OUT019,612132.3712793123
FDA50,OUT045,618425.5046475147
FDC23,OUT017,701346.6017081006
FDE22,OUT049,680044.9499579489
FDD23,OUT046,706554.359989421
NCA29,OUT049,693376.6005535359
FDK38,OUT046,668089.6162751033
DRC13,OUT046,643519.5384414298
NCP43,OUT049,699554.2329231922
FDX28,OUT049,622872.6598073855
FDF08,OUT049,613322.0049532694
FDZ33,OUT046,670397.1951562158
FDD10,OUT049,699024.6860857375
FDO58,OUT017,685358.2405482545
FDI50,OUT017,750900.665730617
FDO58,OUT045,687236.6308839092
FDX08,OUT013,698377.8766778137
NCK17,OUT010,564721.5185171771
FDF39,OUT035,780894.3750971592
FDU45,OUT010,633509.6053179372
NCJ18,OUT018,642191.1600349945
DRC27,OUT019,759994.2334881052
DRC25,OUT035,610034.6879010557
FDU59,OUT035,682964.0938124312
FDU28,OUT035,710835.990900386
NCP30,OUT046,565401.9227553756
FDB39,OUT018,581802.4637208754
FDE41,OUT013,607026.8109510521
DRH11,OUT010,579772.505566637
FDA58,OUT045,755315.9816392114
FDU50,OUT046,637388.0557675955
FDM34,OUT013,648674.5660367139
FDM44,OUT027,621586.6447597701
FDR39,OUT045,704694.7696470143
FDM25,OUT045,696926.7122374345
FDQ49,OUT049,677603.8750217771
DRH25,OUT018,579044.1686716084
FDM09,OUT027,688261.9599624696
FDL44,OUT019,677790.8035810766
NCR42,OUT018,559868.8725420068
DRL59,OUT046,576803.2518630807
FDX43,OUT013,686292.1159013312
DRK47,OUT010,744334.7241945703
FDU48,OUT018,655782.5112637198
FDY12,OUT045,575683.5531900851
NCN43,OUT018,647002.4028219427
NCM55,OUT018,706417.3039808762
FDQ21,OUT027,642053.040147937
FDX13,OUT035,770280.3124770848
NCK30,OUT027,767855.6629645638
FDG20,OUT049,695950.8728368524
DRG27,OUT017,567117.4737048625
FDY14,OUT018,783977.0303310894
FDP59,OUT035,626879.2537524649
FDU60,OUT017,691804.7649073759
NCC18,OUT019,688456.8045881164
DRJ39,OUT017,739146.9033864394
FDS07,OUT049,636102.3794034658
FDM08,OUT027,738057.3224625832
FDP51,OUT045,643489.853527942
FDU16,OUT035,606823.8344975467
FDH12,OUT013,626415.1481734305
DRE48,OUT010,714564.251443293
NCL42,OUT027,759104.9660223945
FDR21,OUT045,698720.1053139721
NCW29,OUT035,654638.3679175565
FDO11,OUT013,765668.997013983
NCM31,OUT049,662998.4751781059
FDV35,OUT019,672214.5864560562
FDF58,OUT017,588010.7843328669
NCE43,OUT049,689909.3387232756
FDA02,OUT035,666665.2315867511
DRL37,OUT010,568181.8633064865
FDR24,OUT018,616725.3337793195
FDW59,OUT049,606422.4329918233
FDS22,OUT049,569770.2485906314
FDW24,OUT017,576532.3953319076
FDU24,OUT035,619253.3595983016
FDA21,OUT027,703241.2738940024
FDH58,OUT027,636069.3691053586
FDW36,OUT018,628932.1251267076
FDI45,OUT027,690302.1552487982
FDU01,OUT018,708033.9189021545
FDF35,OUT027,628551.3988103212
FDU43,OUT019,751505.6054735526
FDE24,OUT019,661452.9325639578
FDK50,OUT049,684030.2154817506
FDG31,OUT045,588092.5702581076
FDC60,OUT045,614432.6467920509
FDL36,OUT013,610660.1095992851
FDP21,OUT013,706716.4657268202
FDW16,OUT045,614620.0182240513
FDX02,OUT017,745560.7569188349
FDQ58,OUT027,671971.0960360516
FDT51,OUT046,632943.7434326656
FDD59,OUT049,602850.7191759914
NCM42,OUT018,634021.7362478566
FDA57,OUT018,567473.5565790426
FDZ48,OUT035,635888.0726597926
FDE46,OUT045,674378.8711427607
NCZ30,OUT019,638756.7213168575
FDB56,OUT017,710415.2494980666
FDA25,OUT027,624025.2673207852
FDD20,OUT013,644413.9516147127
FDL25,OUT013,612879.5682752674
NCO18,OUT049,697560.9524701335
FDJ45,OUT017,562053.5880161636
FDR12,OUT035,692315.2977341299
NCF19,OUT010,570937.7426845614
FDK25,OUT046,686863.0954933617
NCR17,OUT046,636123.5883058419
FDC52,OUT046,672657.6621528042
NCA54,OUT017,703620.3513180097
FDR45,OUT010,756633.6781987397
NCM19,OUT049,635974.4291948137
FDF39,OUT027,777636.5141824519
FDX23,OUT049,619827.4125652813
FDD58,OUT027,619337.8457796063
FDX28,OUT013,620714.3920789985
NCD31,OUT013,680515.8767922185
FDU57,OUT018,674304.4654139675
FDI27,OUT046,569959.8432472433
NCM42,OUT046,630401.7792173097
FDD32,OUT027,601526.5735888429
FDI34,OUT013,744738.2386804618
NCM29,OUT049,651960.8356493112
FDG46,OUT018,637657.3759582366
DRC01,OUT010,572828.1327501186
FDB15,OUT027,777395.8222008583
NCA17,OUT027,668194.4953445658
FDF10,OUT046,669132.0870163233
FDR26,OUT027,695685.8486700705
FDI02,OUT049,634804.1626227276
NCM54,OUT010,648648.2312936909
FDF14,OUT013,669549.6347636476
FDJ33,OUT010,642488.4481859736
FDM20,OUT035,765130.2795623771
FDC03,OUT027,712200.9954207011
NCX05,OUT046,638580.0221215219
NCM41,OUT027,611828.545342597
NCU29,OUT010,668185.10525386
FDQ59,OUT017,609152.8994920185
FDH46,OUT010,623529.9716445531
FDH09,OUT013,572543.9589906735
NCD06,OUT045,572245.5748820375
FDC15,OUT035,677963.6265604408
DRD37,OUT027,566596.3114301409
FDT28,OUT027,667359.5002155136
FDR28,OUT027,681144.0320952602
FDT38,OUT017,611705.5417617123
FDV34,OUT027,595707.857861557
FDY52,OUT035,588159.050100226
FDB34,OUT013,606441.4141703518
DRL23,OUT018,630527.0579587523
DRB24,OUT046,674997.9890706888
FDJ50,OUT046,577930.5367012382
FDQ49,OUT035,676858.727426399
FDP20,OUT035,647892.4231901683
FDV19,OUT027,676836.5847671255
NCR54,OUT045,716882.8123112215
FDO09,OUT010,777654.0961169762
FDS57,OUT018,666849.7312478446
FDN10,OUT049,639941.3417964111
FDV23,OUT049,647754.1727318993
FDY28,OUT049,733637.4690920532
DRG51,OUT013,680405.7300396273
FDD45,OUT019,612127.4848000081
NCL18,OUT027,709527.6202829676
NCM29,OUT013,649512.65193095
FDF17,OUT027,712721.6628794523
FDE22,OUT017,684434.8894651568
FDQ22,OUT017,564619.0393316927
FDS01,OUT013,697083.4294436007
FDW35,OUT027,563736.2163641267
FDJ33,OUT046,646037.6366515663
NCF54,OUT035,693551.303603578
FDE09,OUT013,629701.5385144209
NCE06,OUT045,683146.561544793
DRH49,OUT049,604424.1145328281
FDY43,OUT045,691722.7208728616
NCT05,OUT017,774549.2793744279
FDZ34,OUT045,712533.6790852611
FDL38,OUT017,613022.9884452958
FDZ31,OUT017,712274.9226020785
FDR14,OUT035,581682.9364659342
NCN54,OUT049,602457.780034981
NCC42,OUT027,657994.006098083
FDK08,OUT017,625027.5299468966
FDP59,OUT013,625562.7691105286
FDV22,OUT035,679328.8681153497
FDD33,OUT035,754035.0845157236
DRE60,OUT027,742732.3254399108
FDK52,OUT046,745199.8480173775
FDA02,OUT017,669867.5650192313
FDM56,OUT049,632134.0806226654
FDE57,OUT035,664342.2577066433
FDM32,OUT045,612843.7684412132
NCQ30,OUT027,640460.0992913082
FDQ27,OUT027,624304.875955324
FDT60,OUT027,643661.4341605185
FDU43,OUT049,758681.8595606475
NCO55,OUT035,630756.4019823386
FDG02,OUT045,711588.5188969399
FDJ28,OUT013,707736.508551478
FDP40,OUT045,635213.2455921529
FDJ38,OUT045,711336.73660103
NCC54,OUT017,762062.5516760461
NCZ41,OUT046,647057.3585645236
FDK38,OUT019,665415.2722903943
FDU52,OUT013,673426.8013851494
FDC40,OUT046,599576.1005959864
NCR30,OUT017,600308.7916197355
NCN18,OUT017,636459.2637190316
FDB50,OUT035,603514.8076165761
FDG04,OUT013,705190.3994987871
FDR26,OUT035,698883.7766334224
NCT17,OUT018,710638.3026924336
FDX35,OUT027,742294.5427256692
FDS12,OUT046,649079.5881308983
NCZ29,OUT027,644611.7061880365
FDB38,OUT010,681158.8809269199
FDP12,OUT013,559417.4353580902
FDP22,OUT046,575813.4059079011
FDS26,OUT018,780720.3681884336
FDR52,OUT046,711426.2305088842
DRJ13,OUT046,681715.0138185635
FDU48,OUT027,649353.2356648769
FDE29,OUT035,586232.4463271312
NCT29,OUT049,644100.8981020983
DRK37,OUT018,710921.2688789474
FDK55,OUT046,610501.1002750355
FDR07,OUT046,618678.2507383242
FDO21,OUT027,740216.5964341803
FDK46,OUT049,778393.8541471784
FDB12,OUT045,628206.2393470885
FDT31,OUT027,705553.606390615
FDJ33,OUT045,647370.4980801747
FDC26,OUT027,629123.3148420698
NCQ02,OUT045,708944.3468260595
FDP08,OUT010,712114.9494538194
FDB11,OUT027,741373.6708670926
FDV55,OUT013,664709.5687042798
FDW20,OUT049,643865.3230671689
NCJ18,OUT019,638466.5842563253
FDC41,OUT018,601532.7963674808
FDE14,OUT027,621001.8880779541
FDG35,OUT013,693044.3198140122
FDF45,OUT035,583067.6470136794
FDS19,OUT027,597925.203813049
FDS58,OUT019,675842.5932945211
FDA26,OUT017,741509.1669812456
FDM32,OUT049,611310.6858984486
FDL45,OUT046,648079.9947415992
FDZ55,OUT049,680853.1772231348
FDY37,OUT049,663229.2249285994
FDO46,OUT046,710405.6807601295
FDQ60,OUT046,641559.8733882672
FDA19,OUT018,654417.5603399179
FDL15,OUT046,674917.5110133138
FDM10,OUT018,734347.2655801498
NCL05,OUT017,569597.3536982668
DRK49,OUT010,565815.6450377102
NCE18,OUT027,765928.3808655431
FDG40,OUT049,559647.4011189558
DRI59,OUT045,741700.8481687951
FDK28,OUT035,775363.7559547744
NCD06,OUT019,566659.8774770036
FDO11,OUT019,763917.2908474919
FDK27,OUT046,641365.3492487179
FDT43,OUT027,571560.7155669742
FDD38,OUT018,627257.1569864494
FDA16,OUT049,738971.7828096537
FDL14,OUT027,671859.5917687629
NCM17,OUT049,568836.2015175164
FDD20,OUT045,646849.5251225597
FDA40,OUT045,612512.570819248
FDL43,OUT045,602304.3604488695
FDV15,OUT045,626361.6167990973
FDE52,OUT046,612441.1215917646
NCL17,OUT010,664230.2038680939
NCJ31,OUT045,758332.0426148621
FDR60,OUT045,602907.2790663228
NCA18,OUT035,639425.157442157
FDS21,OUT027,584126.3035249539
FDW09,OUT035,603352.0569749027
FDL26,OUT035,676811.2370307924
FDS47,OUT018,614581.2176904612
FDC39,OUT046,725405.6397635316
FDT51,OUT035,635090.7820542046
FDK40,OUT035,781947.3996317609
NCG19,OUT045,754869.7174394244
FDZ07,OUT046,585811.3498328765
FDF08,OUT027,608926.813992997
FDO04,OUT013,576792.0099561125
FDK41,OUT018,609040.6330572341
FDP15,OUT049,773377.0832635146
NCD43,OUT018,629746.9773859822
NCP18,OUT013,667293.4395016298
FDZ51,OUT046,616088.2622632887
DRH13,OUT035,632464.1918304504
FDF38,OUT045,565923.1392535525
NCI43,OUT045,574622.7122310911
FDM38,OUT027,575608.7319657005
FDS03,OUT013,586087.893889393
DRJ47,OUT017,694022.3756558003
FDT50,OUT010,619388.1045337433
FDV02,OUT046,692532.4830044323
NCG18,OUT017,628739.9420859208
FDW52,OUT046,684999.8230422258
FDS40,OUT035,562425.1621584805
FDN31,OUT017,713077.3971116027
FDA37,OUT045,646164.081728031
FDA15,OUT046,767405.532589578
FDL39,OUT046,700883.4813167294
FDJ53,OUT045,645049.460940798
FDX22,OUT013,727022.3296451457
NCZ42,OUT045,757834.7252533233
FDD56,OUT027,693310.2183791662
FDD40,OUT017,715356.394725502
FDS50,OUT013,736558.3555750074
NCN14,OUT013,701628.7661480607
FDT15,OUT013,700584.6951106205
NCS18,OUT027,627464.5005943291
NCO26,OUT010,636077.4379699412
FDF58,OUT018,587924.2096164469
NCB19,OUT013,607065.2615153422
FDH26,OUT017,664699.4029432297
DRB24,OUT027,670732.6263533817
FDA49,OUT018,611898.4916791754
FDB32,OUT045,619409.0495252751
FDI36,OUT017,718582.01507924
NCA17,OUT010,669466.4184868096
FDH22,OUT013,644459.1469599435
NCM26,OUT018,676642.9116375906
FDT15,OUT027,700161.8624492503
FDB16,OUT018,612657.3931407405
NCP54,OUT027,642326.68434184
FDJ36,OUT013,622323.7421729626
FDO28,OUT045,642875.2910192155
FDU09,OUT013,575970.3510940529
FDF29,OUT017,652918.465337699
FDY08,OUT013,659336.6173079894
DRJ59,OUT018,564324.0343727472
FDT23,OUT027,599749.1727623912
FDU15,OUT018,565126.6186564488
FDT47,OUT013,617066.0423582343
FDI53,OUT019,679376.8055895958
FDR59,OUT018,782065.8533415748
FDD53,OUT035,566693.6823395136
FDY51,OUT017,740924.3409454122
FDT04,OUT049,563114.2255189101
FDU51,OUT049,697352.3478547516
FDG14,OUT035,674312.4615975041
NCU06,OUT045,750297.1679172277
DRG25,OUT046,705671.0216357154
DRH49,OUT035,608414.2135851491
FDN15,OUT035,661944.4823911042
FDL43,OUT018,602272.1500774657
NCT18,OUT049,702792.163003511
NCB31,OUT013,775703.3901839836
FDK57,OUT035,642815.3082523902
FDY04,OUT019,679470.8321416009
NCP54,OUT046,643432.3833881436
FDF41,OUT013,759563.407232448
FDM01,OUT045,626179.8286744758
FDW03,OUT045,628033.675306759
FDF28,OUT045,645777.6864108288
FDY37,OUT017,665686.4107240054
FDQ03,OUT017,757770.2522618335
FDP51,OUT027,639006.5370851293
FDJ40,OUT017,635693.5229987755
FDC32,OUT049,616707.9681191538
DRI49,OUT027,601888.0272820862
NCW54,OUT017,581974.471493022
FDF09,OUT017,565017.3815778353
FDP45,OUT018,770771.6194258409
DRJ23,OUT018,709376.7366686172
FDS59,OUT017,635837.7956511198
FDY08,OUT046,660245.5406149873
FDX16,OUT049,669238.7670589865
FDY16,OUT018,707007.265322833
FDK32,OUT035,675354.5603059335
FDQ22,OUT013,561453.1487595255
NCC31,OUT018,679331.3460485335
FDG58,OUT049,675123.6000560112
DRF48,OUT013,706227.1083053855
DRH36,OUT049,597318.7330459284
NCR30,OUT035,600585.4178572707
FDB03,OUT019,756114.2942465316
FDZ28,OUT027,644949.834815296
FDR35,OUT017,720229.9084328832
DRD15,OUT027,747832.7429021137
FDJ33,OUT019,642129.390279536
FDA56,OUT010,641474.5629756402
FDP56,OUT046,572291.8989057852
NCT30,OUT046,572466.0371158891
FDK15,OUT017,625386.4591182135
FDH44,OUT018,670491.3201742771
FDV01,OUT013,672822.4772799858
DRG03,OUT017,675764.4188693218
FDG50,OUT027,609725.5189830919
FDR16,OUT010,733011.4127235133
FDZ60,OUT046,630045.0448499735
DRG03,OUT045,676193.2447388134
FDS56,OUT018,783774.7287392742
FDU33,OUT045,570910.8183057506
DRD27,OUT035,623334.6466988138
FDW22,OUT046,741544.8468549352
DRA24,OUT045,684856.6803138042
FDF38,OUT049,564100.1436639436
FDX48,OUT013,672574.3820245059
FDS58,OUT018,684042.6919548978
FDC32,OUT046,615651.8990564088
NCQ29,OUT045,780049.558793791
DRK39,OUT018,609775.4224895609
NCS38,OUT017,638843.0594722207
DRO47,OUT013,631774.7087824054
DRG27,OUT027,563881.9630073635
FDC57,OUT027,708073.7274537705
FDS55,OUT046,667785.5396027262
NCJ06,OUT018,644302.8530257844
FDO01,OUT019,647278.986740153
NCM55,OUT045,706642.7906579297
FDC52,OUT049,673617.0951251764
FDQ15,OUT045,604492.2134930886
NCT30,OUT027,568977.0063127789
NCR42,OUT027,554306.1371856905
FDD28,OUT035,583608.2815024363
FDQ34,OUT049,627528.5445873904
FDZ12,OUT027,660967.1957072518
DRE13,OUT019,605234.5226094981
NCN07,OUT019,650577.9341023873
FDM28,OUT035,702301.3836304994
FDI10,OUT017,694268.4334687128
FDQ25,OUT013,688210.5989429242
FDA38,OUT010,758720.9269378792
DRI13,OUT049,735694.5972905402
FDY20,OUT027,610243.9922075948
NCZ53,OUT035,708598.04975887
NCM31,OUT013,662483.0470324848
DRB01,OUT017,711176.1971776964
DRF37,OUT046,779110.52257416
NCF42,OUT049,697615.4529073553
FDF16,OUT018,672492.841918963
FDB41,OUT013,569638.5233930418
FDR34,OUT013,743097.2281472469
FDR15,OUT018,679085.87792793
NCV42,OUT019,630071.7878509865
FDW51,OUT035,732655.1049722518
FDU36,OUT017,622475.6814690445
FDX60,OUT049,604721.0075869245
FDY03,OUT035,636832.1522834296
FDW55,OUT045,767003.5294915228
FDT01,OUT010,731175.7820977244
FDG58,OUT013,672965.3312877752
FDK21,OUT017,769541.7793971889
NCS41,OUT019,698335.9725370631
FDS10,OUT045,702682.7088793743
NCT53,OUT046,685360.2670887344
FDJ28,OUT018,712845.216751941
FDX44,OUT045,611831.6530662448
FDT20,OUT018,565690.2140756935
FDO44,OUT017,634663.6083705645
NCX17,OUT049,753394.5700071442
FDY01,OUT017,641130.6080857746
FDJ12,OUT027,725518.1233939932
DRK35,OUT018,564100.2275604847
FDD47,OUT019,684922.602790003
NCM53,OUT035,630233.8448247941
FDO45,OUT013,607892.3569163433
NCM42,OUT010,631008.4702252672
FDE04,OUT046,699449.1996193645
NCI30,OUT027,762517.6131697325
FDZ19,OUT013,692296.1588525533
FDW57,OUT013,695028.2430285545
FDA25,OUT013,622277.5320376807
FDT22,OUT046,582951.8969241475
FDP51,OUT013,638348.9371347203
FDD48,OUT027,635233.9802061078
FDY39,OUT035,704354.1479982213
FDO48,OUT010,739715.9730098674
FDD23,OUT027,702392.961497027
DRN35,OUT027,558725.7204912247
FDT01,OUT035,734553.4376535758
FDC20,OUT010,578051.4728828332
DRJ35,OUT035,587771.5725295276
FDB32,OUT046,616336.7081376034
FDL24,OUT046,693347.8910467543
NCV42,OUT035,636443.4961031657
FDZ46,OUT046,631495.0914611937
FDC15,OUT013,673844.6497202248
FDD08,OUT019,558598.5747329011
FDY50,OUT049,612338.1163391576
FDD36,OUT013,638539.2383310645
FDG57,OUT027,570179.1786299673
FDL21,OUT018,568000.8915541399
FDN16,OUT027,621593.5376247594
FDJ09,OUT027,567061.1169625341
FDS01,OUT010,698599.1260613184
FDV33,OUT017,779964.079379419
DRE12,OUT017,638855.27188739
FDR07,OUT013,617286.1380872168
FDP48,OUT010,703021.0554946298
NCB55,OUT035,583516.7788459415
FDQ08,OUT013,581064.671131233
FDR34,OUT035,750695.1631023681
FDO33,OUT046,634347.5899724567
FDP13,OUT045,564350.0266555242
FDX12,OUT049,761270.6464963461
NCT06,OUT049,687195.1680577218
FDR16,OUT019,728563.6516342068
FDE36,OUT046,685518.1426772282
FDZ36,OUT049,705253.0241149055
FDV13,OUT045,612128.469627982
NCZ17,OUT035,562676.6046983207
FDU56,OUT045,704438.9199615527
FDM09,OUT035,692717.3752135182
FDV02,OUT017,694499.5338803777
FDS34,OUT018,637547.0528258415
FDA11,OUT049,618654.2369285381
FDP09,OUT017,733035.4869442392
FDB29,OUT027,633594.7022834326
FDT19,OUT017,695499.0354550214
DRH15,OUT017,571205.4563178341
FDY38,OUT046,751931.4217555299
FDF14,OUT027,669756.1394477539
FDN48,OUT010,615380.030575775
FDQ12,OUT013,746382.3853678625
NCJ43,OUT045,694300.8424107637
FDE17,OUT019,669242.0742425388
FDB05,OUT035,768230.4620174409
FDH10,OUT045,713406.3537353703
NCR06,OUT017,567865.805724182
FDU32,OUT018,645941.4038215043
FDD56,OUT049,694217.2293424205
FDO36,OUT018,703838.8152676286
FDH16,OUT010,613759.9073048374
FDX10,OUT018,563012.807639038
FDZ37,OUT017,613567.0270431706
FDU31,OUT010,735801.5531025412
DRC49,OUT049,663537.4408594985
FDL15,OUT045,674510.894934701
FDN32,OUT019,701792.3991691233
DRH59,OUT027,594660.3865941825
NCU29,OUT049,669021.0136356961
FDR37,OUT019,699588.4427969463
FDS14,OUT018,680225.2566348852
FDU02,OUT027,742585.7664007131
FDJ08,OUT035,713968.0563503421
NCZ06,OUT045,772376.3344933845
FDO31,OUT049,605195.5083734917
FDH31,OUT018,626364.5376286856
FDS58,OUT017,682872.9764626028
NCA53,OUT027,570266.3177439584
FDF50,OUT046,717105.9485430743
NCW42,OUT049,741553.393400242
NCQ17,OUT045,678051.4435404581
FDK51,OUT018,783653.60586783
NCW41,OUT010,677051.8511275017
NCR29,OUT017,581622.4704030546
FDB08,OUT019,675537.2251150755
FDA40,OUT027,606021.5067490662
FDL14,OUT018,681008.0646812229
FDB47,OUT046,726416.9164575726
FDO03,OUT035,748344.1659368423
DRK13,OUT019,713069.4333761386
FDX13,OUT010,765260.8590727098
FDF52,OUT046,702793.3214526828
FDT11,OUT013,705626.3063980233
FDB08,OUT013,678274.8487350976
FDQ28,OUT018,678968.2555091704
FDD29,OUT045,771299.9670626848
NCQ29,OUT027,775933.8418328038
NCO02,OUT013,586472.9626065001
FDR56,OUT010,714513.7238298961
NCM54,OUT049,647454.9423308857
FDP51,OUT035,640535.160799669
FDT38,OUT013,605253.9716882776
FDZ20,OUT018,773325.8800838869
FDJ53,OUT013,640005.1817852887
FDX13,OUT049,767353.2275855617
FDP58,OUT035,740703.455933707
NCK31,OUT019,572241.8180272343
FDA35,OUT018,647601.8585696014
FDV37,OUT018,720622.7615633691
NCO07,OUT027,729491.3349581172
FDA20,OUT045,708211.5517465789
FDZ59,OUT035,690514.0080421697
NCY17,OUT017,571766.9486598036
FDQ28,OUT035,675659.2793813318
FDV35,OUT017,677788.2983071378
FDQ36,OUT013,557597.4144283838
FDD34,OUT018,686230.5405218581
FDK51,OUT045,783201.9415469577
FDV31,OUT035,697410.3743994553
FDR04,OUT035,620384.0284643682
FDR14,OUT049,580108.7767723256
DRC36,OUT010,693780.4842848856
FDE39,OUT019,638615.7952510719
FDP57,OUT049,627303.9520587209
FDE57,OUT046,662388.4944158376
NCN18,OUT046,633622.4777280333
NCQ05,OUT018,673571.3029435533
FDW47,OUT035,643525.3277535099
FDV46,OUT035,660780.1896336494
NCP29,OUT045,587863.1428544024
FDE09,OUT018,635390.0728846921
NCU06,OUT027,745079.166855714
FDT19,OUT010,693170.5021064888
DRF15,OUT017,675468.4419359838
DRI51,OUT013,687913.3613776846
NCX54,OUT013,624214.7703463282
DRE01,OUT013,756878.5175542895
NCB07,OUT045,715984.0239901205
FDU50,OUT035,637988.8914457114
FDG40,OUT035,560641.7320014266
FDW10,OUT018,698189.2958309108
FDX51,OUT013,711097.460376594
NCP17,OUT045,588042.0422552325
FDP21,OUT035,709192.6029038848
FDL04,OUT045,628777.4241403949
FDV23,OUT013,642406.8606245768
FDF24,OUT046,604340.7766630157
FDH56,OUT027,633051.0767161989
FDB51,OUT049,586010.5740560334
FDI58,OUT027,614946.0136607306
FDR20,OUT013,568767.6282180914
FDC51,OUT018,647387.6731780987
FDB16,OUT027,606312.3878547664
FDE40,OUT049,584904.0376373084
NCM17,OUT035,569927.1707120627
FDU56,OUT035,706702.4201850435
FDS32,OUT019,658277.2748229125
FDX02,OUT049,743200.2102349796
FDT39,OUT027,670631.3002959795
FDE35,OUT017,583594.5067074354
NCI42,OUT019,725137.2169109213
DRL23,OUT046,628066.7526375358
FDA10,OUT046,643910.2926993623
FDA11,OUT013,615916.140825625
NCM06,OUT046,675492.5253626949
NCT05,OUT035,776565.3807595612
NCQ02,OUT010,705222.5655834822
NCY06,OUT049,651760.0089168051
FDY56,OUT035,744776.1586902549
FDL02,OUT035,628643.9600903742
NCI06,OUT035,700021.0269680853
FDQ14,OUT045,672193.0690581144
FDQ12,OUT017,749065.0870596372
FDP36,OUT046,572895.5928808532
FDK21,OUT027,765426.3758473231
FDO40,OUT045,669943.2210118542
NCK54,OUT019,635572.477549944
FDY09,OUT018,699376.2992342835
NCW30,OUT049,778458.233706936
NCC55,OUT027,558069.6712919238
FDE58,OUT018,641853.6209572558
FDR39,OUT013,701583.2447500871
FDU28,OUT049,707135.4834120956
FDH08,OUT017,748824.6009873505
FDG35,OUT045,696639.0356647554
FDG22,OUT049,560462.1396584184
FDC34,OUT035,679155.0143833061
FDP15,OUT018,774877.9537747025
FDK34,OUT010,756640.4222116249
FDU45,OUT035,639495.3417680794
FDQ04,OUT027,561452.854039316
FDX22,OUT018,731357.9362429659
FDB45,OUT017,628499.2068571814
NCH43,OUT027,732823.8112943658
DRE60,OUT046,742739.3727695462
FDD17,OUT027,751260.500970255
NCM54,OUT017,651361.6923808658
NCH55,OUT013,646503.3897974562
NCT06,OUT017,688009.5125129776
FDA48,OUT027,737083.1601332021
FDY58,OUT027,743613.5580349903
FDO25,OUT045,731421.7798091015
FDN50,OUT045,618827.1175399565
FDH35,OUT035,687012.4293090176
FDK09,OUT045,746889.7557984152
FDO16,OUT013,603059.6995806346
FDW11,OUT045,588693.9810142535
FDU47,OUT027,658683.961404641
NCQ42,OUT010,649491.043607287
FDK55,OUT027,609137.7585612715
FDN08,OUT049,638863.8143271564
FDT57,OUT045,756834.2146558037
FDJ12,OUT018,729150.2562372154
DRL59,OUT017,578866.9429551427
NCN53,OUT046,559864.0409224934
FDO51,OUT010,567747.8020831181
FDK56,OUT017,710521.5821340799
FDY12,OUT035,578237.2103308468
FDU15,OUT035,562783.9609683973
FDQ19,OUT046,760643.327819786
DRF15,OUT045,675993.9043135691
DRE25,OUT019,611024.341008578
FDK57,OUT018,643708.3979550509
FDD33,OUT010,749111.806855019
FDR34,OUT027,743980.3712552025
FDU04,OUT045,644333.9729318429
FDE35,OUT019,580503.280822727
NCD31,OUT035,684924.7678960892
FDJ56,OUT035,624391.6488082292
NCU53,OUT046,685003.4438908045
FDD39,OUT035,735339.6542912228
NCU17,OUT019,622191.065404359
FDJ20,OUT046,644914.9235756305
NCW41,OUT018,680161.6570405783
FDL52,OUT035,564490.4147000931
FDS39,OUT035,664240.1671406322
DRJ47,OUT045,695127.6646431865
FDP13,OUT010,564202.8730853654
DRK39,OUT010,604925.8766050417
FDF28,OUT010,647177.4711099418
FDB09,OUT045,648373.7972248157
FDM51,OUT046,622517.7285509603
DRM49,OUT018,572203.7135498417
DRF23,OUT013,693731.7284885269
DRH01,OUT035,694457.5765987851
FDH12,OUT027,626546.0195079783
FDA28,OUT019,642666.4544073604
FDW37,OUT018,615796.4730839722
FDF02,OUT046,626171.828012796
DRL37,OUT046,567768.6391909258
NCF43,OUT046,662708.0418544018
FDH08,OUT010,745821.4808486105
FDR34,OUT019,743757.151205815
NCK19,OUT049,714982.8023138974
NCD55,OUT018,569729.4676782533
FDT27,OUT049,752389.8911047319
FDQ57,OUT045,669217.75651489
FDA47,OUT035,684647.9308956068
DRG15,OUT027,583924.7475506553
FDE05,OUT018,669283.1344034792
FDN46,OUT046,623209.3029074449
FDX27,OUT027,612532.4608029062
FDT51,OUT045,633890.0558719842
FDU33,OUT013,566736.2804425638
FDJ16,OUT027,580436.9885279614
FDD20,OUT019,640406.5378319563
FDT36,OUT049,558830.4458461326
DRF15,OUT027,670203.7574392935
FDN52,OUT010,610436.0127194339
FDC22,OUT027,707881.740530734
FDX15,OUT045,682333.9100357979
